review_id,user_id,destination_id,rating,review_text,review_timestamp
80,534,9,3,A must-see attraction.,2023-04-28 00:19:38
81,620,5,5,Crowded but impressive.,2021-11-17 07:55:24
82,60,1,3,Amazing experience!,2025-01-09 16:45:03
83,644,12,3,A must-see attraction.,2023-11-03 12:08:36
84,357,11,4,Would visit again.,2023-02-09 22:37:37
85,373,13,5,Not worth the price.,2021-03-28 12:02:40
86,873,3,4,Exceeded my expectations.,2020-09-25 12:05:34
87,467,3,4,A must-see attraction.,2021-02-18 01:15:32
88,779,11,3,A must-see attraction.,2023-02-14 02:23:46
89,27,5,4,Could be better organized.,2020-01-25 20:08:51
90,488,1,1,Amazing experience!,2022-07-02 14:43:24
91,880,11,3,Amazing experience!,2021-11-22 05:28:54
92,6,14,4,Crowded but impressive.,2023-07-31 22:29:33
93,882,3,3,Amazing experience!,2024-05-09 13:51:23
94,456,13,1,Amazing experience!,2020-01-11 15:47:16
95,992,11,4,A must-see attraction.,2024-08-09 08:49:18
96,614,1,3,Could be better organized.,2020-11-07 14:12:34
97,498,3,5,Would visit again.,2020-01-24 22:43:32
98,484,7,2,Would visit again.,2024-04-07 02:42:50
99,738,2,1,Not worth the price.,2021-05-16 06:12:57
100,144,4,2,Crowded but impressive.,2021-04-05 01:53:07
101,186,3,5,Would visit again.,2022-06-01 01:45:08
102,14,9,3,A must-see attraction.,2022-10-12 03:39:39
103,888,3,5,Would visit again.,2023-01-17 00:08:26
104,621,10,5,Not worth the price.,2020-04-09 06:20:54
105,2,5,1,Amazing experience!,2024-09-17 23:29:12
106,275,8,5,Could be better organized.,2020-12-25 20:18:59
107,234,6,1,Exceeded my expectations.,2020-12-24 17:24:43
108,959,4,3,Exceeded my expectations.,2020-04-02 06:41:09
109,846,14,3,Would visit again.,2022-09-17 02:49:57
110,991,13,4,Would visit again.,2021-05-26 19:18:25
111,785,11,5,Crowded but impressive.,2021-02-11 18:51:29
112,946,14,1,Could be better organized.,2023-09-18 17:16:11
113,297,2,3,A must-see attraction.,2024-09-25 01:28:38
114,42,10,4,Crowded but impressive.,2022-01-16 11:23:20
115,30,3,5,Amazing experience!,2020-08-14 03:27:38
116,25,5,1,Crowded but impressive.,2022-06-12 20:21:00
117,932,14,3,Would visit again.,2022-07-25 01:14:08
118,80,10,3,Could be better organized.,2021-01-27 05:42:29
119,806,13,5,Could be better organized.,2020-10-24 00:58:08
120,953,11,3,Not worth the price.,2023-12-29 18:46:02
121,570,7,4,Not worth the price.,2021-02-04 10:56:47
122,564,1,2,Amazing experience!,2024-05-03 07:50:12
123,691,9,5,Would visit again.,2020-03-11 03:09:04
124,395,4,3,A must-see attraction.,2024-10-03 12:21:32
125,658,12,1,Exceeded my expectations.,2021-12-07 08:02:02
126,476,9,5,Could be better organized.,2020-12-24 13:29:45
127,684,3,1,Would visit again.,2023-10-13 10:13:23
128,257,4,4,Crowded but impressive.,2024-11-23 15:58:15
129,15,6,3,Crowded but impressive.,2022-10-01 00:46:17
130,981,6,4,Could be better organized.,2023-03-02 00:24:27
131,607,10,3,Exceeded my expectations.,2020-03-05 19:07:34
132,558,13,3,Would visit again.,2024-11-24 07:09:11
133,917,12,1,Could be better organized.,2023-07-26 02:29:58
134,618,7,5,Exceeded my expectations.,2020-05-31 17:41:42
135,707,5,3,Would visit again.,2024-06-03 00:43:49
136,623,13,5,A must-see attraction.,2020-02-15 21:31:51
137,387,2,1,A must-see attraction.,2022-10-27 02:51:55
138,431,8,2,Would visit again.,2023-11-06 09:26:40
139,775,5,3,A must-see attraction.,2020-05-14 07:33:31
140,85,7,3,Would visit again.,2023-10-11 22:55:20
141,425,2,2,A must-see attraction.,2024-10-06 06:58:27
142,71,5,5,Crowded but impressive.,2020-07-01 00:30:17
143,144,6,2,Exceeded my expectations.,2020-03-04 16:16:09
144,525,5,2,A must-see attraction.,2023-05-22 23:56:50
145,631,10,2,Exceeded my expectations.,2023-05-20 19:51:23
146,303,5,3,A must-see attraction.,2024-03-30 00:28:01
147,881,3,3,Could be better organized.,2020-01-29 10:17:42
148,545,5,2,Would visit again.,2021-03-13 13:41:14
149,923,5,2,Would visit again.,2022-07-25 16:05:32
150,525,1,1,Not worth the price.,2020-09-05 14:27:49
151,466,12,2,Not worth the price.,2020-12-09 15:44:57
152,738,6,3,Would visit again.,2023-05-22 12:54:45
153,615,2,3,Crowded but impressive.,2022-11-16 05:50:01
154,323,8,3,Could be better organized.,2024-12-22 09:42:35
155,951,1,4,Would visit again.,2024-03-30 07:12:29
156,577,13,4,Amazing experience!,2021-05-18 18:53:41
157,285,3,3,A must-see attraction.,2020-07-09 20:51:35
158,245,13,2,Would visit again.,2021-03-24 15:09:46
159,636,13,3,Exceeded my expectations.,2022-06-23 11:13:52
160,368,3,2,Could be better organized.,2020-09-13 12:38:01
161,330,11,5,Could be better organized.,2021-03-08 18:55:22
162,538,7,2,Amazing experience!,2022-05-18 11:34:34
163,21,14,2,Crowded but impressive.,2023-09-13 18:09:58
164,402,3,5,Crowded but impressive.,2020-10-08 15:02:47
165,454,3,1,A must-see attraction.,2022-07-07 01:23:22
166,975,3,5,Would visit again.,2021-02-11 01:42:20
167,28,5,1,A must-see attraction.,2023-12-12 15:08:50
168,555,13,2,Amazing experience!,2023-01-20 22:35:45
169,701,4,5,Would visit again.,2023-06-15 18:31:03
170,392,10,2,A must-see attraction.,2020-01-16 09:24:58
171,406,4,2,Could be better organized.,2023-01-07 19:05:01
172,770,1,2,Amazing experience!,2021-12-17 12:52:46
173,601,3,5,Amazing experience!,2022-07-27 11:59:53
174,545,13,3,Amazing experience!,2021-07-28 14:36:52
175,155,1,4,Amazing experience!,2024-12-22 15:38:41
176,50,2,5,Would visit again.,2022-01-26 14:03:58
177,217,6,5,Would visit again.,2024-02-29 12:58:55
178,619,8,1,Crowded but impressive.,2020-07-10 23:42:27
179,3,1,1,Would visit again.,2024-12-12 11:42:34
180,664,6,4,Amazing experience!,2023-03-16 14:58:00
181,150,3,3,A must-see attraction.,2022-05-22 07:56:58
182,717,8,1,Crowded but impressive.,2023-02-18 18:49:57
183,363,10,3,Amazing experience!,2023-10-28 12:55:46
184,594,10,2,Would visit again.,2020-01-02 11:04:50
185,293,13,3,Exceeded my expectations.,2021-11-05 19:14:55
186,140,12,2,Amazing experience!,2023-04-11 08:57:23
187,667,11,4,A must-see attraction.,2024-07-18 13:18:58
188,787,2,3,Not worth the price.,2023-03-16 19:33:36
189,297,8,3,Could be better organized.,2022-01-31 09:12:36
190,455,1,1,Crowded but impressive.,2022-07-07 17:36:40
191,968,13,3,Would visit again.,2020-11-20 09:22:55
192,943,2,4,A must-see attraction.,2023-08-22 11:08:51
193,993,7,4,Not worth the price.,2020-06-30 11:36:45
194,353,3,4,Exceeded my expectations.,2023-07-22 23:05:08
195,69,3,1,Could be better organized.,2024-11-23 00:17:21
196,164,9,1,Could be better organized.,2022-09-24 18:50:30
197,489,9,1,A must-see attraction.,2020-08-18 11:11:41
198,817,12,5,Amazing experience!,2021-04-29 07:13:49
199,136,4,1,Exceeded my expectations.,2020-12-19 19:17:54
200,401,8,5,Exceeded my expectations.,2023-10-04 14:55:26
201,25,7,4,Exceeded my expectations.,2023-08-21 10:31:37
202,210,6,2,Would visit again.,2021-04-14 15:56:57
203,204,11,4,Amazing experience!,2024-08-02 02:01:04
204,365,10,2,Amazing experience!,2021-03-04 22:27:42
205,388,14,5,Exceeded my expectations.,2022-06-02 20:39:21
206,663,9,3,A must-see attraction.,2021-11-16 14:21:54
207,934,8,1,Amazing experience!,2022-06-07 18:42:04
208,867,3,5,Not worth the price.,2021-08-21 06:41:48
209,23,1,1,Exceeded my expectations.,2022-01-30 16:41:02
210,465,14,3,Could be better organized.,2022-02-02 05:35:55
211,584,13,5,Crowded but impressive.,2021-04-06 09:09:37
212,895,4,1,Would visit again.,2021-03-20 21:51:27
213,266,7,3,Crowded but impressive.,2024-04-09 07:06:26
214,872,7,4,Crowded but impressive.,2021-10-10 09:11:13
215,130,8,5,Exceeded my expectations.,2022-03-12 03:02:25
216,106,8,5,Would visit again.,2024-03-23 21:57:30
217,423,6,5,Amazing experience!,2022-11-24 21:55:07
218,918,4,5,Would visit again.,2020-05-08 03:23:05
219,97,2,3,Exceeded my expectations.,2020-04-04 05:51:23
220,835,7,3,Would visit again.,2023-08-22 15:46:38
221,403,5,2,A must-see attraction.,2023-10-14 22:17:14
222,887,13,2,Could be better organized.,2023-02-19 19:44:22
223,66,13,2,A must-see attraction.,2021-07-22 19:20:13
224,287,6,3,Would visit again.,2022-02-12 07:51:40
225,501,14,3,Exceeded my expectations.,2023-05-03 16:25:15
226,322,13,4,Crowded but impressive.,2023-12-28 22:41:08
227,421,5,5,A must-see attraction.,2024-05-07 13:59:00
228,301,10,4,Would visit again.,2021-05-26 15:55:56
229,286,14,5,Not worth the price.,2023-02-16 02:51:00
230,851,2,1,Not worth the price.,2023-06-17 20:54:30
231,641,3,3,Amazing experience!,2023-07-08 00:04:17
232,593,3,5,A must-see attraction.,2022-10-12 22:13:09
233,393,9,3,Could be better organized.,2020-12-07 07:32:25
234,147,14,1,Could be better organized.,2023-08-03 04:20:13
235,785,3,4,A must-see attraction.,2024-03-09 04:20:51
236,184,10,2,Exceeded my expectations.,2022-09-19 21:21:53
237,720,1,5,A must-see attraction.,2024-12-20 09:04:18
238,797,4,3,Exceeded my expectations.,2022-04-16 15:47:01
239,888,3,1,Would visit again.,2024-11-23 02:28:48
240,113,5,4,Could be better organized.,2023-02-27 10:15:34
241,923,1,2,Would visit again.,2021-08-31 14:08:22
242,300,8,4,Crowded but impressive.,2020-01-20 10:12:38
243,294,6,4,Exceeded my expectations.,2024-10-28 08:18:30
244,475,14,2,Not worth the price.,2020-12-27 01:47:49
245,885,9,3,Exceeded my expectations.,2020-06-10 08:53:39
246,470,1,2,Would visit again.,2024-07-03 17:16:42
247,138,2,3,A must-see attraction.,2024-09-21 21:07:28
248,697,14,2,Could be better organized.,2022-01-25 00:32:50
249,198,8,2,Exceeded my expectations.,2020-06-23 07:08:25
250,949,10,3,Not worth the price.,2020-07-17 22:31:06
251,735,7,4,A must-see attraction.,2023-10-15 09:30:59
252,13,7,2,A must-see attraction.,2021-11-13 14:44:33
253,688,3,5,A must-see attraction.,2021-09-14 19:28:26
254,5,2,1,Would visit again.,2021-04-15 20:17:20
255,28,14,1,Exceeded my expectations.,2024-05-28 08:18:35
256,300,9,3,Would visit again.,2023-04-19 12:52:36
257,837,5,5,Would visit again.,2021-09-27 15:32:30
258,771,4,4,Could be better organized.,2023-11-03 07:45:20
259,692,10,4,Amazing experience!,2024-05-01 23:43:51
260,171,12,5,Crowded but impressive.,2023-06-13 18:09:35
261,511,12,1,Exceeded my expectations.,2021-10-04 15:31:04
262,391,1,3,Exceeded my expectations.,2022-02-25 15:33:21
263,622,5,4,Crowded but impressive.,2021-02-17 11:13:22
264,25,9,3,A must-see attraction.,2022-05-19 17:13:23
265,582,12,1,Amazing experience!,2021-08-06 11:10:32
266,150,5,5,Not worth the price.,2020-10-17 17:57:28
267,930,10,2,Not worth the price.,2020-06-04 02:11:32
268,845,11,1,Amazing experience!,2020-12-02 10:01:53
269,921,6,3,A must-see attraction.,2020-12-06 21:38:50
270,487,6,5,Exceeded my expectations.,2020-07-05 10:59:44
271,554,1,2,Crowded but impressive.,2024-05-02 04:22:24
272,591,11,1,Not worth the price.,2022-03-04 03:07:23
273,654,2,1,Not worth the price.,2020-07-09 20:59:16
274,279,4,1,Not worth the price.,2023-06-14 08:42:54
275,395,9,3,Amazing experience!,2021-10-25 13:26:47
276,854,6,2,Crowded but impressive.,2020-11-16 02:18:40
277,282,9,2,A must-see attraction.,2022-08-22 01:13:11
278,470,6,3,Crowded but impressive.,2020-06-04 03:41:52
279,202,1,5,Exceeded my expectations.,2020-02-07 08:26:38
280,106,7,5,Not worth the price.,2023-03-31 01:43:09
281,289,8,1,A must-see attraction.,2023-11-01 14:18:20
282,563,5,1,Amazing experience!,2020-04-25 13:57:52
283,159,8,1,A must-see attraction.,2024-06-25 16:33:49
284,711,9,2,A must-see attraction.,2020-11-15 11:36:47
285,447,2,1,Not worth the price.,2024-05-22 00:32:03
286,951,7,4,Could be better organized.,2024-05-26 09:05:22
287,433,2,1,Crowded but impressive.,2024-11-09 22:11:25
288,482,14,4,A must-see attraction.,2023-01-11 19:45:53
289,594,12,5,Would visit again.,2021-09-10 21:53:32
290,164,7,1,A must-see attraction.,2020-05-09 12:12:56
291,737,6,1,Not worth the price.,2024-07-24 06:09:08
292,213,6,2,Not worth the price.,2023-01-12 17:19:50
293,660,9,1,Crowded but impressive.,2022-12-16 12:10:14
294,433,6,4,Exceeded my expectations.,2021-04-10 21:10:11
295,559,6,2,Not worth the price.,2022-01-13 20:06:30
296,254,10,5,Could be better organized.,2024-04-30 23:12:08
297,168,5,2,A must-see attraction.,2023-05-28 07:33:51
298,676,3,1,A must-see attraction.,2024-02-06 10:52:18
299,344,9,1,Amazing experience!,2022-10-23 01:17:25
300,553,14,3,A must-see attraction.,2023-08-21 23:52:22
301,562,8,5,Could be better organized.,2021-10-08 06:54:30
302,5,14,2,Amazing experience!,2021-04-16 01:58:20
303,808,9,3,Would visit again.,2021-05-04 14:47:02
304,923,14,4,Would visit again.,2024-01-28 04:04:19
305,773,7,4,Crowded but impressive.,2024-10-06 09:43:16
306,831,11,2,Not worth the price.,2022-09-10 19:34:00
307,72,11,3,Could be better organized.,2020-07-09 05:38:25
308,169,6,2,Could be better organized.,2024-05-27 22:21:48
309,380,5,4,Amazing experience!,2022-01-11 03:48:48
310,5,13,5,A must-see attraction.,2021-08-14 16:29:24
311,964,1,5,Crowded but impressive.,2024-01-06 03:30:58
312,129,12,1,Exceeded my expectations.,2023-11-19 20:31:37
313,784,14,2,Crowded but impressive.,2021-06-02 14:15:00
314,973,8,4,A must-see attraction.,2023-11-17 08:55:01
315,942,12,1,Amazing experience!,2024-04-06 08:51:17
316,300,3,3,Would visit again.,2024-02-02 13:56:11
317,669,9,4,Would visit again.,2020-01-04 09:46:35
318,799,10,1,Amazing experience!,2023-10-07 01:33:26
319,930,2,2,Amazing experience!,2020-05-29 06:51:51
320,848,3,3,Would visit again.,2021-08-24 01:34:51
321,303,11,3,A must-see attraction.,2021-11-03 23:20:19
322,910,11,1,Not worth the price.,2024-02-10 23:02:20
323,870,14,4,A must-see attraction.,2020-10-18 20:21:02
324,776,10,4,Amazing experience!,2024-12-05 19:53:01
325,597,11,4,Amazing experience!,2023-03-14 19:22:19
326,374,12,5,A must-see attraction.,2022-12-22 23:58:28
327,791,7,4,Could be better organized.,2023-11-15 10:34:05
328,417,5,1,Crowded but impressive.,2023-03-19 05:57:35
329,537,14,2,Would visit again.,2022-06-12 10:55:39
330,798,5,1,Amazing experience!,2023-02-13 03:04:11
331,156,3,3,Would visit again.,2023-03-26 04:33:13
332,699,12,3,Would visit again.,2023-11-26 17:32:40
333,640,4,2,Would visit again.,2020-10-01 03:54:41
334,594,2,3,Would visit again.,2020-02-11 06:36:57
335,470,1,3,Exceeded my expectations.,2022-06-02 22:53:42
336,490,11,2,A must-see attraction.,2020-06-04 13:24:12
337,781,2,3,A must-see attraction.,2024-12-27 22:47:31
338,118,2,3,Amazing experience!,2020-10-25 19:54:15
339,45,2,4,Exceeded my expectations.,2021-04-15 08:36:32
340,430,1,1,Crowded but impressive.,2020-04-11 14:02:35
341,138,7,3,Crowded but impressive.,2024-11-11 14:02:02
342,735,4,3,Could be better organized.,2023-12-27 06:46:13
343,932,6,5,A must-see attraction.,2024-09-24 09:09:09
344,941,14,2,Would visit again.,2022-09-16 23:51:22
345,296,9,5,Exceeded my expectations.,2021-10-05 04:13:52
346,367,8,1,Crowded but impressive.,2021-08-03 15:36:24
347,111,5,5,A must-see attraction.,2024-01-06 10:23:54
348,584,2,3,A must-see attraction.,2022-01-23 07:34:24
349,994,12,5,A must-see attraction.,2023-04-18 10:03:37
350,874,5,2,Could be better organized.,2021-04-28 22:46:46
351,24,4,1,A must-see attraction.,2021-03-06 22:53:51
352,837,11,4,A must-see attraction.,2023-02-07 14:28:01
353,150,13,5,Would visit again.,2022-08-22 07:27:24
354,403,9,3,Not worth the price.,2025-01-14 00:57:38
355,924,3,4,Exceeded my expectations.,2021-02-03 08:18:56
356,298,1,1,Could be better organized.,2020-04-16 19:45:18
357,706,12,2,Amazing experience!,2024-08-23 16:29:31
358,401,11,1,Amazing experience!,2022-08-03 02:21:51
359,683,12,4,Could be better organized.,2020-02-24 06:30:36
360,328,2,5,Amazing experience!,2024-10-04 05:43:43
361,785,6,3,Would visit again.,2021-03-21 00:48:52
362,508,2,4,Exceeded my expectations.,2021-09-22 10:40:43
363,748,1,2,Would visit again.,2022-09-22 00:55:52
364,921,7,2,A must-see attraction.,2021-09-15 18:40:37
365,832,1,1,Amazing experience!,2020-06-25 16:07:07
366,740,1,5,Amazing experience!,2024-06-23 05:30:50
367,841,10,5,Would visit again.,2020-07-23 22:49:07
368,567,8,5,Amazing experience!,2020-01-12 00:49:09
369,829,5,5,Amazing experience!,2021-06-23 00:21:53
370,540,11,2,Not worth the price.,2022-05-15 19:48:57
371,67,6,5,Crowded but impressive.,2021-07-12 08:11:22
372,640,11,1,Crowded but impressive.,2021-12-15 22:37:41
373,51,5,2,Exceeded my expectations.,2023-10-09 20:22:43
374,428,7,1,Would visit again.,2023-07-21 01:52:33
375,404,3,5,Exceeded my expectations.,2020-03-17 20:11:30
376,525,13,1,Would visit again.,2021-03-01 23:19:06
377,691,11,4,Crowded but impressive.,2020-07-26 11:27:52
378,358,14,5,Not worth the price.,2023-11-26 15:22:28
379,916,12,3,Could be better organized.,2023-11-23 22:50:43
380,868,1,3,Exceeded my expectations.,2021-11-15 09:51:45
381,76,14,1,Amazing experience!,2022-12-19 20:15:18
382,698,9,2,Exceeded my expectations.,2022-01-29 15:45:19
383,9,14,5,A must-see attraction.,2024-03-24 17:31:18
384,953,4,5,A must-see attraction.,2024-04-14 08:53:50
385,298,3,1,Crowded but impressive.,2024-12-21 01:40:54
386,128,12,3,Would visit again.,2023-08-04 16:49:23
387,621,4,4,A must-see attraction.,2023-01-10 23:39:45
388,664,1,1,A must-see attraction.,2024-02-18 09:29:46
389,438,8,1,Crowded but impressive.,2024-03-18 15:44:28
390,491,7,2,Exceeded my expectations.,2024-07-07 01:06:27
391,556,13,2,A must-see attraction.,2022-01-03 19:25:04
392,443,9,5,Exceeded my expectations.,2023-01-15 19:44:42
393,26,2,4,Could be better organized.,2021-05-16 15:42:17
394,471,7,2,Crowded but impressive.,2021-05-08 17:35:02
395,189,7,4,A must-see attraction.,2023-10-11 00:05:42
396,528,14,5,Amazing experience!,2024-11-05 13:01:56
397,717,12,2,A must-see attraction.,2023-05-18 16:35:01
398,88,7,3,Would visit again.,2021-08-04 19:12:55
399,564,11,5,Exceeded my expectations.,2024-07-28 19:27:41
400,991,10,1,A must-see attraction.,2022-06-24 10:53:18
401,595,10,2,Could be better organized.,2022-09-14 23:08:07
402,580,9,1,Would visit again.,2022-10-01 22:50:22
403,350,10,4,A must-see attraction.,2023-12-15 05:57:56
404,156,7,3,Crowded but impressive.,2024-03-21 00:51:22
405,390,5,1,Crowded but impressive.,2021-08-06 23:23:08
406,935,9,3,Exceeded my expectations.,2024-07-11 11:47:22
407,26,6,1,Amazing experience!,2022-06-22 19:43:58
408,128,13,4,Amazing experience!,2023-04-19 00:26:56
409,338,8,5,Crowded but impressive.,2021-08-08 13:24:58
410,586,2,2,Crowded but impressive.,2022-12-31 02:47:02
411,889,7,3,Could be better organized.,2020-10-15 08:36:20
412,548,9,4,Amazing experience!,2020-12-20 15:41:48
413,862,5,5,A must-see attraction.,2020-05-02 08:13:19
414,58,14,3,Could be better organized.,2020-05-15 10:04:26
415,5,12,5,Would visit again.,2022-03-24 15:57:11
416,277,10,2,Crowded but impressive.,2023-10-21 10:04:32
417,575,14,4,Not worth the price.,2023-12-09 15:55:23
418,51,11,2,Exceeded my expectations.,2020-02-21 18:16:58
419,793,3,5,Would visit again.,2020-02-25 23:30:30
420,127,2,2,Not worth the price.,2020-02-10 23:43:24
421,66,11,5,A must-see attraction.,2020-04-22 05:58:03
422,506,5,2,Crowded but impressive.,2020-03-12 07:51:06
423,412,11,5,Not worth the price.,2021-04-08 15:45:28
424,186,3,2,Could be better organized.,2021-08-10 07:17:29
425,418,10,2,Could be better organized.,2021-01-04 22:13:17
426,650,9,1,A must-see attraction.,2021-06-06 10:02:15
427,908,1,1,Could be better organized.,2024-03-28 16:58:36
428,655,4,1,Would visit again.,2022-03-24 00:13:03
429,805,3,4,Exceeded my expectations.,2023-08-08 16:33:01
430,143,5,5,A must-see attraction.,2023-02-03 07:02:10
431,245,8,3,Amazing experience!,2022-10-11 19:24:50
432,507,13,1,Could be better organized.,2022-05-10 21:17:13
433,313,7,5,Not worth the price.,2023-06-21 15:11:16
434,695,13,4,Not worth the price.,2020-06-03 09:52:40
435,738,7,5,A must-see attraction.,2021-10-09 02:22:48
436,371,11,3,Not worth the price.,2023-03-03 20:51:48
437,225,5,3,Exceeded my expectations.,2020-07-22 18:15:30
438,288,7,4,Crowded but impressive.,2024-07-24 17:17:44
439,679,14,4,Not worth the price.,2024-05-16 07:04:09
440,204,11,3,Crowded but impressive.,2021-09-08 02:15:21
441,806,5,5,Exceeded my expectations.,2021-12-11 08:42:02
442,678,6,5,A must-see attraction.,2021-05-12 04:02:23
443,876,7,4,Would visit again.,2023-09-10 22:33:08
444,402,14,3,Crowded but impressive.,2022-08-31 01:07:37
445,247,3,1,Could be better organized.,2023-12-02 10:00:33
446,485,6,5,A must-see attraction.,2020-01-15 05:10:05
447,947,9,5,Not worth the price.,2022-01-27 03:49:36
448,163,13,4,Could be better organized.,2024-10-08 12:12:23
449,224,11,3,Not worth the price.,2022-01-27 15:09:00
450,893,12,4,Crowded but impressive.,2022-11-13 16:40:59
451,888,9,1,Not worth the price.,2020-03-14 21:06:18
452,782,12,3,Not worth the price.,2020-07-04 02:06:49
453,370,12,1,Crowded but impressive.,2021-06-27 07:08:14
454,545,5,4,A must-see attraction.,2021-05-28 05:05:00
455,751,14,1,Amazing experience!,2023-11-23 14:25:40
456,202,5,2,Could be better organized.,2021-09-01 10:04:49
457,581,1,4,A must-see attraction.,2021-12-07 02:57:57
458,937,12,4,Would visit again.,2025-01-07 23:14:57
459,323,5,3,Exceeded my expectations.,2020-01-15 20:57:28
460,248,9,1,Amazing experience!,2023-08-03 04:59:11
461,142,6,5,Not worth the price.,2020-12-07 13:37:20
462,363,1,2,Exceeded my expectations.,2020-01-16 02:48:11
463,308,6,1,Exceeded my expectations.,2021-07-28 17:57:34
464,983,9,1,Not worth the price.,2021-10-13 13:41:13
465,352,4,1,Would visit again.,2023-12-12 13:59:26
466,611,5,2,Could be better organized.,2021-11-26 07:30:26
467,769,8,5,Could be better organized.,2022-10-24 04:11:55
468,193,2,1,Amazing experience!,2021-03-17 21:54:08
469,245,11,3,Crowded but impressive.,2020-03-31 16:45:00
